CASTLE ROCK,,
3/12/2024,62,28
3/13/2024,60,32
3/14/2024,48,28
3/15/2024,33,28
3/16/2024,38,18
3/17/2024,44,30
3/18/2024,42,25
3/19/2024,52,25
3/20/2024,56,28
3/21/2024,58,29
3/22/2024,62,29
3/23/2024,58,35
3/24/2024,64,31
3/25/2024,54,14
3/26/2024,30,9
3/27/2024,40,22
3/28/2024,49,27
3/29/2024,63,35
3/30/2024,57,33
3/31/2024,65,29
4/1/2024,65,32
4/2/2024,47,28
4/3/2024,54,30
4/4/2024,64,33
4/5/2024,72,45
4/6/2024,71,43
4/7/2024,47,32
4/8/2024,55,27
4/9/2024,54,27
4/10/2024,59,32
4/11/2024,56,34
4/12/2024,61,37
4/13/2024,73,48
4/14/2024,73,38
4/15/2024,76,39
4/16/2024,70,38
4/17/2024,64,40
4/18/2024,73,29
4/19/2024,36,29
4/20/2024,36,28
4/21/2024,38,28
4/22/2024,67,38
4/23/2024,73,38
4/24/2024,66,43
4/25/2024,74,40
4/26/2024,71,42
4/27/2024,65,33
4/28/2024,38,32
4/29/2024,59,36
4/30/2024,65,42
5/1/2024,70,43
5/2/2024,67,35
5/3/2024,60,42
5/4/2024,60,40
5/5/2024,73,35
5/6/2024,72,44
5/7/2024,53,41
5/8/2024,55,35
5/9/2024,56,33
5/10/2024,49,39
5/11/2024,52,36
5/12/2024,63,41
5/13/2024,56,37
5/14/2024,70,45
5/15/2024,73,48
5/16/2024,64,44
5/17/2024,71,44
5/18/2024,79,45
5/19/2024,78,45
5/20/2024,70,40
5/21/2024,70,40
5/22/2024,58,36
5/23/2024,71,43
5/24/2024,79,38
5/25/2024,67,46
5/26/2024,74,42
5/27/2024,71,42
5/28/2024,75,43
5/29/2024,75,48
5/30/2024,81,46
